customer_id,order_id,purchase_date,product_category,product_name,quantity,unit_price,discount_given,sales_amount,customer_tier,city,payment_method
C1263,O99702,2026-02-07,Sports,Yoga Mat,2,11504,0,23008.0,Platinum,Delhi,UPI
C1058,O86229,2025-11-04,Beauty,Perfume,4,1510,29,4288.4,Platinum,Chennai,Net Banking
C1520,O23818,2026-01-22,Fashion,T-Shirt,5,6109,14,26268.7,Gold,Mumbai,Wallet
C1276,O27919,2025-12-25,Beauty,Face Wash,4,2486,20,7955.2,Platinum,Pune,Net Banking
C1754,O31205,2025-07-17,Sports,Dumbbells,3,3532,26,7841.04,Gold,Hyderabad,UPI
C1139,O35966,2025-12-09,Beauty,Perfume,3,7338,14,18932.04,Gold,Pune,Wallet
C1755,O25686,2026-01-18,Home Decor,Carpet,1,10471,23,8062.67,Gold,Mumbai,Debit Card
C1496,O17859,2026-03-29,Electronics,Laptop,4,27900,13,97092.0,Silver,Mumbai,Credit Card
C1561,O78718,2025-10-29,Sports,Football,4,12078,8,44447.04,Platinum,Chennai,Credit Card
C1073,O40895,2025-06-08,Beauty,Perfume,4,2992,4,11489.28,Gold,Bangalore,UPI
C1662,O55643,2025-10-25,Groceries,Eggs,1,681,26,503.94,Gold,Pune,Debit Card
C1982,O77485,2026-05-06,Electronics,Smart Watch,4,31845,25,95535.0,Gold,Pune,Wallet
C1210,O62206,2025-11-29,Beauty,Shampoo,2,2905,26,4299.4,Silver,Bangalore,Credit Card
C1127,O45469,2025-12-06,Home Decor,Carpet,1,4814,12,4236.32,Silver,Hyderabad,UPI
C1037,O33687,2025-09-26,Fashion,Shoes,5,4035,17,16745.25,Silver,Hyderabad,Net Banking
C1499,O20166,2025-09-15,Groceries,Milk,3,912,27,1997.28,Gold,Mumbai,UPI
C1091,O80065,2025-11-06,Electronics,Headphones,4,96374,10,346946.4,Platinum,Delhi,Net Banking
C1706,O36988,2025-08-14,Groceries,Bread,1,1313,7,1221.09,Silver,Hyderabad,Wallet
C1320,O90111,2025-09-20,Sports,Yoga Mat,2,2687,6,5051.56,Silver,Delhi,UPI
C1707,O62110,2026-04-23,Groceries,Eggs,1,672,0,672.0,Gold,Chennai,Credit Card
C1370,O13888,2025-09-26,Groceries,Rice,2,1494,29,2121.48,Gold,Mumbai,Credit Card
C1941,O99555,2025-11-13,Electronics,Headphones,4,63738,15,216709.2,Platinum,Pune,Debit Card
C1528,O47493,2026-02-11,Sports,Cricket Bat,5,1372,26,5076.4,Platinum,Chennai,Debit Card
C1193,O79421,2026-04-10,Home Decor,Curtains,3,10682,18,26277.72,Platinum,Pune,Debit Card
C1815,O59172,2026-03-05,Fashion,Shoes,3,5719,11,15269.73,Gold,Delhi,UPI
C1059,O29268,2026-03-27,Fashion,Jacket,1,3414,13,2970.18,Platinum,Mumbai,UPI
C1113,O57802,2025-11-16,Sports,Yoga Mat,4,9446,3,36650.48,Platinum,Mumbai,UPI
C1824,O80830,2026-02-03,Groceries,Eggs,5,1731,27,6318.15,Gold,Pune,Net Banking
C1632,O94061,2026-03-21,Electronics,Laptop,2,65287,5,124045.3,Gold,Chennai,Wallet
C1794,O74338,2025-07-12,Electronics,Headphones,3,33826,1,100463.22,Silver,Chennai,Debit Card
C1325,O60292,2026-03-21,Fashion,Jacket,2,6522,12,11478.72,Gold,Pune,Debit Card
C1290,O40409,2026-01-29,Electronics,Laptop,5,6784,6,31884.8,Silver,Hyderabad,UPI
C1551,O97513,2025-11-26,Home Decor,Lamp,1,7492,5,7117.4,Gold,Chennai,Wallet
C1302,O72298,2025-07-27,Sports,Yoga Mat,3,7027,22,16443.18,Gold,Mumbai,UPI
C1044,O55814,2025-08-22,Beauty,Moisturizer,2,3763,24,5719.76,Gold,Mumbai,Credit Card
C1330,O40770,2026-03-31,Electronics,Headphones,4,23372,2,91618.24,Platinum,Bangalore,Debit Card
C1896,O17884,2026-05-08,Electronics,Smart Watch,4,22149,12,77964.48,Silver,Mumbai,Wallet
C1738,O30147,2026-05-05,Sports,Yoga Mat,5,15556,13,67668.6,Platinum,Bangalore,UPI
C1985,O37663,2025-11-21,Home Decor,Curtains,5,13441,10,60484.5,Gold,Chennai,Wallet
C1980,O27658,2026-04-03,Groceries,Milk,4,2829,7,10523.88,Gold,Pune,Debit Card
C1593,O35365,2025-12-23,Home Decor,Wall Art,4,9028,28,26000.64,Platinum,Chennai,Debit Card
C1876,O23527,2026-02-02,Sports,Yoga Mat,3,9316,21,22078.92,Platinum,Delhi,Wallet
C1874,O30486,2026-03-12,Home Decor,Lamp,2,9022,17,14976.52,Gold,Pune,UPI
C1094,O46790,2025-12-21,Fashion,T-Shirt,2,4946,25,7419.0,Silver,Hyderabad,Net Banking
C1478,O58238,2026-04-25,Groceries,Bread,1,1488,3,1443.36,Silver,Bangalore,UPI
C1245,O61063,2025-11-29,Electronics,Smartphone,1,29185,14,25099.1,Silver,Bangalore,UPI
C1887,O19276,2025-06-29,Beauty,Face Wash,5,6175,26,22847.5,Gold,Hyderabad,Net Banking
C1052,O64898,2026-01-26,Electronics,Smartphone,2,16274,15,27665.8,Silver,Pune,UPI
C1854,O30297,2025-11-13,Electronics,Headphones,5,38915,29,138148.25,Silver,Chennai,Wallet
C1185,O60816,2026-03-12,Beauty,Shampoo,4,3175,10,11430.0,Gold,Delhi,Net Banking
C1385,O82971,2025-07-21,Electronics,Laptop,3,79386,6,223868.52,Platinum,Chennai,Debit Card
C1282,O12893,2025-09-13,Electronics,Laptop,3,42580,15,108579.0,Silver,Delhi,Credit Card
C1678,O34508,2025-08-25,Sports,Cricket Bat,3,4512,29,9610.56,Platinum,Delhi,UPI
C1606,O77899,2025-06-23,Groceries,Eggs,4,2298,0,9192.0,Platinum,Hyderabad,Net Banking
C1042,O49874,2025-11-05,Beauty,Shampoo,4,2850,15,9690.0,Silver,Delhi,Credit Card
C1904,O75567,2026-02-03,Sports,Dumbbells,1,5646,11,5024.94,Silver,Chennai,Debit Card
C1619,O47586,2025-10-23,Beauty,Moisturizer,3,5758,0,17274.0,Platinum,Chennai,Credit Card
C1135,O71523,2026-02-28,Electronics,Smartphone,4,18093,11,64411.08,Gold,Pune,Wallet
C1204,O34539,2025-06-20,Sports,Cricket Bat,5,7690,9,34989.5,Silver,Mumbai,Wallet
C1745,O12110,2026-04-30,Fashion,T-Shirt,3,2980,14,7688.4,Platinum,Delhi,Net Banking
C1853,O24373,2025-11-24,Sports,Football,4,3479,0,13916.0,Silver,Delhi,Debit Card
C1195,O53316,2025-10-07,Groceries,Eggs,4,1628,1,6446.88,Platinum,Bangalore,Wallet
C1743,O13144,2026-04-12,Home Decor,Wall Art,5,9199,12,40475.6,Gold,Delhi,UPI
C1159,O74122,2025-12-29,Electronics,Smart Watch,5,15203,8,69933.8,Silver,Pune,Wallet
C1374,O22602,2025-08-30,Fashion,Shoes,4,2503,27,7308.76,Gold,Mumbai,Wallet
C1984,O23853,2025-09-06,Fashion,Shoes,4,3663,1,14505.48,Silver,Delhi,Debit Card
C1716,O14506,2025-12-06,Sports,Cricket Bat,3,11701,27,25625.19,Gold,Bangalore,UPI
C1344,O98331,2026-04-04,Electronics,Smartphone,1,33424,9,30415.84,Silver,Pune,UPI
C1623,O10032,2025-12-14,Sports,Yoga Mat,5,11310,20,45240.0,Platinum,Mumbai,Wallet
C1536,O42690,2026-01-29,Beauty,Face Wash,4,2204,14,7581.76,Platinum,Chennai,Credit Card
C1110,O84112,2026-02-27,Beauty,Face Wash,2,3266,7,6074.76,Platinum,Delhi,Credit Card
C1609,O94052,2026-02-02,Groceries,Eggs,1,898,1,889.02,Platinum,Pune,Debit Card
C1193,O41879,2025-12-18,Fashion,T-Shirt,5,856,15,3638.0,Gold,Delhi,Debit Card
C1631,O79587,2026-01-05,Beauty,Perfume,3,6534,2,19209.96,Platinum,Pune,Debit Card
C1797,O58182,2026-05-01,Groceries,Bread,4,188,20,601.6,Silver,Delhi,Debit Card
C1540,O17623,2026-05-12,Home Decor,Carpet,4,16174,19,52403.76,Platinum,Mumbai,Wallet
C1454,O23230,2026-03-13,Electronics,Smart Watch,1,41716,3,40464.52,Silver,Chennai,UPI
C1592,O27523,2026-05-29,Fashion,T-Shirt,5,2583,8,11881.8,Gold,Bangalore,Wallet
C1017,O57376,2025-12-29,Electronics,Smartphone,3,46754,28,100988.64,Silver,Chennai,UPI
C1727,O17960,2026-03-12,Beauty,Face Wash,2,724,12,1274.24,Gold,Bangalore,Wallet
C1440,O81230,2025-12-05,Beauty,Face Wash,2,5098,1,10094.04,Gold,Delhi,Wallet
C1326,O85513,2026-05-25,Groceries,Eggs,1,1416,10,1274.4,Gold,Pune,Debit Card
C1610,O72784,2025-11-18,Sports,Football,3,6618,0,19854.0,Gold,Delhi,Debit Card
C1217,O66550,2025-09-03,Beauty,Perfume,5,1629,2,7982.1,Gold,Mumbai,Debit Card
C1199,O86545,2025-06-14,Fashion,T-Shirt,1,3944,25,2958.0,Platinum,Delhi,Wallet
C1440,O26262,2025-08-12,Groceries,Bread,5,2570,14,11051.0,Platinum,Chennai,Credit Card
C1687,O40038,2025-09-22,Home Decor,Wall Art,5,16486,7,76659.9,Platinum,Hyderabad,UPI
C1170,O86271,2026-05-23,Groceries,Bread,5,1134,4,5443.2,Silver,Bangalore,Net Banking
C1045,O73554,2026-03-22,Home Decor,Wall Art,5,11498,25,43117.5,Platinum,Hyderabad,Debit Card
C1614,O15647,2026-02-06,Electronics,Headphones,3,75716,25,170361.0,Platinum,Delhi,Net Banking
C1727,O43291,2026-01-08,Groceries,Rice,1,1538,15,1307.3,Silver,Hyderabad,Net Banking
C1612,O65317,2026-03-27,Beauty,Face Wash,4,3182,30,8909.6,Platinum,Bangalore,Credit Card
C1434,O16371,2025-11-17,Beauty,Perfume,3,3922,5,11177.7,Platinum,Pune,UPI
C1420,O30774,2025-09-29,Electronics,Smartphone,1,25278,18,20727.96,Silver,Bangalore,UPI
C1480,O89054,2026-05-23,Fashion,Shoes,2,5238,27,7647.48,Platinum,Hyderabad,Wallet
C1425,O15162,2025-09-15,Groceries,Bread,2,1464,22,2283.84,Gold,Delhi,Credit Card
C1899,O44757,2026-03-15,Sports,Cricket Bat,4,13766,22,42949.92,Platinum,Bangalore,UPI
C1517,O33736,2026-02-07,Fashion,Jacket,2,1854,25,2781.0,Silver,Mumbai,Credit Card
C1712,O72534,2025-07-12,Electronics,Smart Watch,5,76434,17,317201.1,Platinum,Pune,Credit Card
C1311,O47675,2026-03-16,Home Decor,Curtains,3,7968,5,22708.8,Gold,Delhi,Wallet
C1406,O22837,2025-06-20,Groceries,Rice,1,1418,4,1361.28,Platinum,Delhi,Debit Card
C1547,O88298,2025-06-29,Home Decor,Lamp,1,6846,2,6709.08,Platinum,Hyderabad,Net Banking
C1498,O87995,2025-10-10,Groceries,Bread,1,2084,29,1479.64,Platinum,Hyderabad,Net Banking
C1577,O19680,2026-05-17,Electronics,Smartphone,2,44478,22,69385.68,Platinum,Hyderabad,UPI
C1860,O36124,2026-02-16,Sports,Yoga Mat,2,2825,26,4181.0,Silver,Bangalore,Net Banking
C1679,O77841,2025-06-29,Groceries,Rice,1,1389,14,1194.54,Gold,Bangalore,Wallet
C1044,O99178,2025-12-06,Fashion,T-Shirt,4,9892,29,28093.28,Platinum,Bangalore,Net Banking
C1611,O13879,2026-04-14,Fashion,T-Shirt,1,4066,2,3984.68,Gold,Chennai,Wallet
C1907,O10982,2026-05-29,Fashion,T-Shirt,1,1654,9,1505.14,Platinum,Mumbai,Debit Card
C1769,O48757,2025-11-26,Groceries,Bread,4,1362,2,5339.04,Gold,Mumbai,Wallet
C1362,O97573,2025-09-22,Electronics,Smart Watch,2,27766,9,50534.12,Platinum,Delhi,Wallet
C1326,O16962,2026-03-04,Sports,Dumbbells,4,2493,15,8476.2,Gold,Mumbai,Net Banking
C1329,O50126,2026-06-05,Home Decor,Curtains,2,4375,26,6475.0,Silver,Mumbai,Wallet
C1995,O66789,2025-10-24,Beauty,Perfume,3,778,20,1867.2,Silver,Bangalore,Wallet
C1051,O15425,2026-04-15,Electronics,Smartphone,3,29860,27,65393.4,Gold,Bangalore,UPI
C1481,O31835,2026-04-27,Fashion,Jacket,1,3874,17,3215.42,Gold,Chennai,Net Banking
C1814,O26354,2025-10-16,Sports,Football,5,7338,11,32654.1,Silver,Hyderabad,UPI
C1404,O58867,2026-03-31,Home Decor,Curtains,4,3636,30,10180.8,Gold,Hyderabad,UPI
C1244,O89253,2026-01-25,Home Decor,Curtains,1,13131,15,11161.35,Gold,Chennai,Credit Card
C1674,O50387,2025-08-01,Groceries,Bread,4,1788,18,5864.64,Platinum,Pune,Net Banking
C1372,O35644,2025-06-15,Beauty,Perfume,4,3482,24,10585.28,Platinum,Hyderabad,Debit Card
C1880,O44495,2026-02-26,Groceries,Bread,5,3446,4,16540.8,Platinum,Delhi,UPI
C1662,O99030,2025-10-21,Electronics,Laptop,1,9214,18,7555.48,Gold,Hyderabad,Wallet
C1960,O62883,2025-07-10,Fashion,Jacket,2,7021,12,12356.96,Gold,Pune,UPI
C1759,O12910,2025-09-09,Beauty,Moisturizer,4,5010,15,17034.0,Gold,Mumbai,Debit Card
C1527,O65680,2026-01-20,Sports,Dumbbells,2,967,21,1527.86,Gold,Hyderabad,Debit Card
C1694,O78426,2025-11-29,Beauty,Perfume,2,4631,8,8521.04,Silver,Bangalore,Debit Card
C1106,O68160,2025-10-26,Sports,Yoga Mat,2,5353,29,7601.26,Silver,Delhi,Credit Card
C1201,O98727,2025-09-15,Beauty,Face Wash,5,6585,19,26669.25,Gold,Delhi,Net Banking
C1581,O51446,2025-08-29,Beauty,Face Wash,3,8098,23,18706.38,Platinum,Chennai,Wallet
C1584,O23978,2026-03-24,Home Decor,Carpet,5,4338,5,20605.5,Gold,Mumbai,UPI
C1247,O29592,2026-05-29,Sports,Cricket Bat,3,14388,28,31078.08,Platinum,Bangalore,Credit Card
C1532,O66819,2026-03-15,Groceries,Eggs,5,2700,23,10395.0,Gold,Bangalore,UPI
C1660,O24095,2025-06-10,Electronics,Smartphone,1,22537,19,18254.97,Gold,Chennai,Net Banking
C1210,O70083,2025-12-07,Sports,Cricket Bat,2,10686,22,16670.16,Platinum,Mumbai,UPI
C1364,O36024,2025-07-07,Electronics,Smart Watch,2,92500,28,133200.0,Platinum,Pune,Net Banking
C1514,O11188,2025-06-19,Beauty,Perfume,5,4874,25,18277.5,Platinum,Hyderabad,UPI
C1091,O98081,2025-10-28,Home Decor,Lamp,3,7312,13,19084.32,Gold,Mumbai,Credit Card
C1482,O69662,2026-03-12,Electronics,Headphones,4,47147,7,175386.84,Silver,Mumbai,UPI
C1053,O54009,2025-10-03,Fashion,Jeans,3,3834,25,8626.5,Gold,Mumbai,Net Banking
C1295,O60000,2025-12-07,Fashion,T-Shirt,3,1146,24,2612.88,Platinum,Hyderabad,Credit Card
C1027,O88399,2025-07-19,Home Decor,Wall Art,2,8284,24,12591.68,Platinum,Delhi,Net Banking
C1348,O26828,2026-02-14,Beauty,Perfume,4,9816,15,33374.4,Platinum,Pune,Credit Card
C1260,O48270,2026-02-08,Electronics,Headphones,4,41865,17,138991.8,Gold,Delhi,Credit Card
C1812,O48888,2026-05-03,Groceries,Bread,5,299,17,1240.85,Silver,Bangalore,Credit Card
C1568,O57898,2025-10-17,Electronics,Smart Watch,2,13347,3,25893.18,Gold,Pune,Credit Card
C1368,O62397,2025-06-21,Sports,Dumbbells,5,8829,22,34433.1,Gold,Bangalore,Net Banking
C1660,O46167,2026-02-11,Fashion,Jacket,3,1600,13,4176.0,Platinum,Mumbai,Net Banking
C1956,O56249,2025-11-18,Fashion,Jeans,4,3857,7,14348.04,Silver,Mumbai,Credit Card
C1453,O38196,2025-06-30,Beauty,Shampoo,5,3471,13,15098.85,Silver,Pune,UPI
C1246,O85091,2026-03-07,Beauty,Shampoo,3,8880,20,21312.0,Platinum,Bangalore,Wallet
C1955,O22448,2025-10-18,Groceries,Milk,3,1912,30,4015.2,Platinum,Chennai,Net Banking
C1503,O99800,2025-11-21,Sports,Cricket Bat,4,6342,3,24606.96,Gold,Delhi,Credit Card
C1042,O52810,2025-12-31,Sports,Cricket Bat,4,4062,7,15110.64,Platinum,Bangalore,Debit Card
C1689,O61640,2026-03-21,Fashion,Jeans,3,1337,17,3329.13,Silver,Bangalore,Wallet
C1470,O90661,2026-01-10,Home Decor,Wall Art,1,4845,10,4360.5,Silver,Chennai,Credit Card
C1594,O10051,2025-10-24,Electronics,Headphones,4,68479,6,257481.04,Gold,Delhi,Wallet
C1616,O80197,2025-09-25,Sports,Cricket Bat,4,7964,5,30263.2,Platinum,Bangalore,Net Banking
C1260,O51920,2026-04-25,Sports,Cricket Bat,2,11281,6,21208.28,Gold,Hyderabad,Net Banking
C1708,O35974,2025-10-15,Sports,Dumbbells,5,9904,24,37635.2,Platinum,Chennai,Credit Card
C1735,O37529,2026-03-12,Electronics,Smart Watch,3,48646,30,102156.6,Silver,Mumbai,Net Banking
C1582,O37892,2025-06-13,Groceries,Bread,5,1894,14,8144.2,Gold,Pune,Debit Card
C1351,O13812,2026-01-06,Sports,Cricket Bat,3,1776,8,4901.76,Silver,Hyderabad,Debit Card
C1216,O47252,2025-11-20,Fashion,Shoes,1,1460,11,1299.4,Platinum,Pune,Wallet
C1281,O24624,2025-09-08,Beauty,Shampoo,4,2890,3,11213.2,Silver,Pune,Debit Card
C1838,O28433,2026-04-28,Electronics,Smartphone,4,23976,24,72887.04,Silver,Hyderabad,Credit Card
C1192,O72641,2025-12-18,Sports,Cricket Bat,3,14536,16,36630.72,Platinum,Hyderabad,UPI
C1878,O89392,2026-01-23,Home Decor,Carpet,3,7552,8,20843.52,Platinum,Bangalore,UPI
C1781,O60795,2026-05-14,Fashion,Jacket,4,3443,17,11430.76,Silver,Pune,Wallet
C1198,O76648,2025-06-17,Electronics,Smartphone,4,22782,24,69257.28,Gold,Delhi,Debit Card
C1385,O40069,2025-11-16,Electronics,Smartphone,2,73914,1,146349.72,Gold,Hyderabad,Debit Card
C1018,O65450,2025-07-14,Sports,Yoga Mat,1,6688,14,5751.68,Platinum,Delhi,Credit Card
C1611,O46506,2025-10-16,Groceries,Milk,2,589,7,1095.54,Gold,Delhi,UPI
C1328,O94299,2025-07-16,Electronics,Smart Watch,5,72159,27,263380.35,Gold,Mumbai,Credit Card
C1029,O32800,2025-10-19,Groceries,Rice,4,332,11,1181.92,Silver,Hyderabad,UPI
C1303,O83664,2026-05-10,Electronics,Headphones,2,23950,3,46463.0,Platinum,Hyderabad,Net Banking
C1308,O10814,2025-06-20,Sports,Cricket Bat,3,3775,16,9513.0,Silver,Mumbai,Net Banking
C1863,O75543,2025-11-06,Electronics,Laptop,5,26656,12,117286.4,Platinum,Delhi,Wallet
C1141,O84813,2025-08-12,Home Decor,Lamp,4,6373,6,23962.48,Silver,Mumbai,Wallet
C1971,O19008,2026-02-28,Fashion,Shoes,4,1197,24,3638.88,Silver,Chennai,Wallet
C1092,O40088,2025-06-12,Groceries,Milk,2,3550,22,5538.0,Platinum,Pune,Credit Card
C1473,O51833,2025-09-15,Home Decor,Wall Art,1,6291,7,5850.63,Gold,Delhi,UPI
C1611,O90487,2025-08-24,Sports,Dumbbells,5,11932,13,51904.2,Gold,Delhi,Debit Card
C1904,O94272,2025-06-12,Home Decor,Lamp,5,2734,1,13533.3,Silver,Mumbai,Net Banking
C1551,O77583,2025-10-22,Beauty,Shampoo,4,7048,8,25936.64,Gold,Pune,Wallet
C1692,O42316,2025-09-01,Electronics,Laptop,1,44722,12,39355.36,Platinum,Pune,UPI
C1166,O64762,2025-11-20,Groceries,Bread,5,2200,0,11000.0,Platinum,Bangalore,Debit Card
C1740,O30982,2025-06-18,Beauty,Perfume,4,3687,27,10766.04,Gold,Chennai,UPI
C1821,O54240,2025-09-21,Home Decor,Lamp,3,5630,8,15538.8,Silver,Mumbai,Wallet
C1701,O41493,2026-05-10,Groceries,Bread,1,1650,5,1567.5,Gold,Chennai,Debit Card
C1489,O55776,2025-11-20,Fashion,Shoes,1,3378,27,2465.94,Platinum,Bangalore,Net Banking
C1742,O89504,2025-12-27,Beauty,Face Wash,1,1879,12,1653.52,Silver,Pune,UPI
C1563,O21336,2025-11-24,Fashion,Jeans,5,1845,10,8302.5,Silver,Chennai,Credit Card
C1178,O53940,2026-04-28,Home Decor,Lamp,5,12361,24,46971.8,Gold,Hyderabad,Wallet
C1287,O53801,2025-07-05,Groceries,Rice,1,1660,23,1278.2,Platinum,Bangalore,Debit Card
C1344,O24273,2026-01-02,Groceries,Rice,4,1459,2,5719.28,Gold,Hyderabad,Net Banking
C1009,O11256,2025-10-06,Fashion,T-Shirt,2,2983,9,5429.06,Gold,Pune,Debit Card
C1050,O86153,2026-01-04,Fashion,Jeans,1,3326,15,2827.1,Silver,Hyderabad,Credit Card
C1114,O74184,2025-07-18,Electronics,Headphones,4,28506,26,84377.76,Silver,Hyderabad,Net Banking
C1796,O90660,2025-06-07,Fashion,Jeans,3,1708,14,4406.64,Platinum,Pune,UPI
C1004,O31620,2025-07-01,Fashion,T-Shirt,4,4957,6,18638.32,Silver,Bangalore,Wallet
C1279,O16025,2026-04-17,Home Decor,Lamp,2,8175,13,14224.5,Silver,Chennai,UPI
C1393,O21588,2025-11-10,Beauty,Moisturizer,1,1884,4,1808.64,Gold,Bangalore,Debit Card
C1840,O34305,2025-12-18,Beauty,Shampoo,3,4926,2,14482.44,Gold,Delhi,UPI
C1564,O13225,2025-07-25,Beauty,Perfume,2,8588,0,17176.0,Platinum,Mumbai,Credit Card
C1284,O20466,2026-03-21,Home Decor,Lamp,3,3640,25,8190.0,Gold,Hyderabad,Debit Card
C1349,O11903,2026-01-23,Home Decor,Wall Art,2,9264,6,17416.32,Platinum,Bangalore,Wallet
C1085,O56582,2025-07-06,Fashion,T-Shirt,2,1518,16,2550.24,Platinum,Pune,UPI
C1179,O39844,2026-01-15,Fashion,T-Shirt,5,3030,18,12423.0,Silver,Mumbai,Wallet
C1226,O55110,2025-07-11,Sports,Football,5,6768,8,31132.8,Platinum,Bangalore,Wallet
C1923,O21020,2025-07-17,Home Decor,Curtains,1,5407,26,4001.18,Gold,Bangalore,Net Banking
C1358,O26230,2025-07-10,Groceries,Milk,3,895,24,2040.6,Silver,Delhi,Net Banking
C1541,O61079,2025-06-25,Groceries,Bread,5,2336,27,8526.4,Platinum,Bangalore,Credit Card
C1079,O32075,2025-09-25,Sports,Cricket Bat,3,15216,27,33323.04,Platinum,Mumbai,Wallet
C1870,O87930,2026-04-04,Home Decor,Wall Art,1,13142,26,9725.08,Platinum,Delhi,Debit Card
C1674,O94271,2026-04-05,Sports,Cricket Bat,2,2442,28,3516.48,Gold,Pune,Net Banking
C1242,O20242,2026-01-20,Beauty,Shampoo,2,7840,22,12230.4,Platinum,Delhi,Wallet
C1180,O33445,2025-09-27,Beauty,Perfume,3,2574,4,7413.12,Silver,Bangalore,Debit Card
C1095,O77361,2025-11-17,Electronics,Smartphone,4,26547,22,82826.64,Silver,Pune,Credit Card
C1949,O86049,2026-03-09,Fashion,Jeans,2,2791,1,5526.18,Silver,Delhi,Debit Card
C1391,O93736,2026-04-04,Fashion,Shoes,1,6688,6,6286.72,Platinum,Chennai,UPI
C1430,O82312,2026-02-20,Home Decor,Curtains,3,7224,6,20371.68,Gold,Chennai,Net Banking
C1616,O28906,2025-09-03,Electronics,Laptop,2,21297,10,38334.6,Silver,Pune,Net Banking
C1437,O46418,2025-12-11,Home Decor,Carpet,5,6522,9,29675.1,Gold,Mumbai,Credit Card
C1875,O18005,2026-01-24,Groceries,Rice,1,1289,1,1276.11,Silver,Pune,Credit Card
C1952,O28781,2025-11-28,Groceries,Bread,5,250,3,1212.5,Silver,Hyderabad,Net Banking
C1316,O72573,2026-03-02,Home Decor,Carpet,4,2085,1,8256.6,Silver,Bangalore,Wallet
C1861,O32236,2025-06-22,Groceries,Milk,3,1647,28,3557.52,Gold,Mumbai,Debit Card
C1711,O27459,2025-07-24,Beauty,Face Wash,3,2667,19,6480.81,Gold,Mumbai,Wallet
C1787,O15053,2026-02-18,Groceries,Milk,1,518,1,512.82,Platinum,Pune,Credit Card
C1993,O96448,2025-12-05,Sports,Cricket Bat,1,7895,29,5605.45,Silver,Delhi,Credit Card
C1767,O37701,2026-04-19,Fashion,Shoes,5,8940,19,36207.0,Platinum,Bangalore,Net Banking
C1225,O61700,2025-10-21,Home Decor,Lamp,3,3807,19,9251.01,Silver,Chennai,UPI
C1995,O37278,2025-12-06,Beauty,Perfume,5,4742,14,20390.6,Platinum,Pune,UPI
C1082,O22201,2025-06-27,Electronics,Smartphone,2,95270,7,177202.2,Platinum,Delhi,Net Banking
C1859,O45316,2025-07-27,Groceries,Rice,3,2456,24,5599.68,Platinum,Hyderabad,UPI
C1009,O29549,2025-12-30,Beauty,Perfume,1,6435,27,4697.55,Gold,Delhi,Debit Card
C1757,O29503,2025-08-20,Fashion,Shoes,4,561,1,2221.56,Silver,Hyderabad,Net Banking
C1023,O56474,2025-10-11,Electronics,Smartphone,4,73890,2,289648.8,Gold,Pune,Credit Card
C1996,O12806,2026-05-08,Groceries,Eggs,4,452,13,1572.96,Platinum,Chennai,Credit Card
C1008,O55640,2026-03-21,Groceries,Bread,5,796,18,3263.6,Platinum,Bangalore,Wallet
C1263,O69282,2026-05-07,Fashion,Shoes,1,1234,23,950.18,Platinum,Delhi,Wallet
C1350,O95737,2025-12-07,Home Decor,Curtains,4,3765,1,14909.4,Gold,Bangalore,Debit Card
C1569,O89367,2025-12-28,Beauty,Shampoo,4,3184,22,9934.08,Silver,Bangalore,Debit Card
C1141,O78040,2025-12-13,Fashion,Shoes,1,5802,30,4061.4,Platinum,Chennai,Credit Card
C1323,O37673,2025-12-08,Fashion,Jacket,2,3617,22,5642.52,Silver,Mumbai,Wallet
C1315,O40532,2025-11-30,Beauty,Face Wash,2,3508,28,5051.52,Platinum,Delhi,UPI
C1722,O76921,2026-02-03,Beauty,Moisturizer,4,5829,17,19352.28,Gold,Hyderabad,Debit Card
C1226,O24355,2025-12-28,Groceries,Rice,4,823,30,2304.4,Silver,Pune,Net Banking
C1637,O82869,2025-06-26,Fashion,Jacket,3,4332,24,9876.96,Silver,Bangalore,Wallet
C1692,O38627,2025-09-23,Beauty,Moisturizer,5,7105,22,27709.5,Gold,Pune,Debit Card
C1191,O28162,2025-06-07,Groceries,Rice,5,750,8,3450.0,Silver,Hyderabad,Net Banking
C1372,O73539,2025-11-03,Electronics,Headphones,1,70311,25,52733.25,Gold,Pune,UPI
C1053,O84333,2025-10-20,Electronics,Smart Watch,2,49494,22,77210.64,Platinum,Chennai,Wallet
C1396,O98855,2025-11-16,Home Decor,Wall Art,3,19904,24,45381.12,Platinum,Hyderabad,UPI
C1325,O52635,2025-06-26,Electronics,Smart Watch,1,20220,26,14962.8,Gold,Bangalore,UPI
C1020,O59976,2025-08-22,Sports,Yoga Mat,4,4251,21,13433.16,Silver,Pune,UPI
C1744,O20950,2025-10-25,Sports,Cricket Bat,4,7465,29,21200.6,Gold,Hyderabad,Wallet
C1078,O85930,2026-02-11,Home Decor,Wall Art,2,4334,12,7627.84,Platinum,Mumbai,Debit Card
C1413,O14127,2026-02-23,Home Decor,Carpet,2,10249,13,17833.26,Gold,Bangalore,Debit Card
C1416,O59238,2025-12-30,Fashion,Jacket,4,3726,20,11923.2,Silver,Pune,Net Banking
C1722,O86689,2025-12-12,Home Decor,Curtains,5,3103,5,14739.25,Silver,Mumbai,Wallet
C1859,O80191,2025-07-19,Home Decor,Carpet,5,9214,23,35473.9,Gold,Delhi,Credit Card
C1044,O85083,2025-06-28,Home Decor,Curtains,3,7126,18,17529.96,Silver,Pune,Credit Card
